Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"SC-A3.Ports.ifInOctets-19","408809","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3.Ports.ifOperStatus-17","408881","Long","","R/W","1000","","","","","","","","","","Сеть ПД ОАО "СТН" основной канал",""
"SC-A3.Ports.ifOperStatus-18","408885","Long","","R/W","1000","","","","","","","","","","Сеть ККС",""
"SC-A3.Ports.ifOperStatus-19","408889","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3.State.CPULoad","408897","Word","","R/W","2000","","","","","","","","","","Загрузка CPU",""
"SC-A3.State.CPUTemp","408901","DWord","","R/W","2000","","","","","","","","","","Температура процессора",""
"SC-A3.State.PowerState1","408905","Long","","R/W","2000","","","","","","","","","","Состояние ввода питания №1",""
"SC-A3.State.PowerState2","408909","Long","","R/W","2000","","","","","","","","","","Состояние ввода питания №2",""
"SC-A3.State.FanStatus1","408913","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №1",""
"SC-A3.State.FanStatus2","408917","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №2",""
"SC-A3.State.FanStatus3","408921","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №3",""
"SC-A3.State.FanStatus4","408925","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №4",""
"SC-A3.State.FanStatus5","408929","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №5",""
"SC-A3.Property.FW","302161.20H","String","","R/W","2000","","","","","","","","","","Версия прошивки",""
"SC-A3.Property.IP","302197.28H","String","","R/W","2000","","","","","","","","","","IP адресс",""
"SC-A3.Property.Mask","302233.28H","String","","R/W","2000","","","","","","","","","","Маска",""
"SC-A3.Property.Name","302269.24H","String","","R/W","2000","","","","","","","","","","Наименование устройства",""
"SC-A3.Property.sysUpTime","408933","Long","","R/W","2000","","","","","","","","","","Время работы",""
"SC-A3.Status.Avar","408941.0","Boolean","","R/W","100","","","","","","","","","","Авария",""
"SC-A3.Status.Errors","408949","Short","","R/W","100","","","","","","","","","","Количество ошибок",""
"SC-A3-Ex16.Status","409317","DWord","","R/W","1000","","","","","","","","","","Доступность устройства",""
"SC-A3-Ex16.ObjName","400001","Long","","R/W","99999990","","","","","","","","","","Шкаф серверный. Маршрутизатор с МСЭ (осн.) A3. Расширение на 16 портов",""
"SC-A3-Ex16.Ports.ifAdminStatus-01","408957","Long","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (осн.) A5/1",""
"SC-A3-Ex16.Ports.ifAdminStatus-02","408961","Long","","R/W","1000","","","","","","","","","","ШС. Сервер ДМЗ АА1/3",""
"SC-A3-Ex16.Ports.ifAdminStatus-03","408965","Long","","R/W","1000","","","","","","","","","","ШС. Сервер ДМЗ АА1/1",""
"SC-A3-Ex16.Ports.ifAdminStatus-04","408969","Long","","R/W","1000","","","","","","","","","","МНС-2.КЦ. КК СТМ (осн.) А5.04",""
"SC-A3-Ex16.Ports.ifAdminStatus-05","408973","Long","","R/W","1000","","","","","","","","","","АСТУЭ основной канал",""
"SC-A3-Ex16.Ports.ifAdminStatus-06","408977","Long","","R/W","1000","","","","","","","","","","АРМ ККС основной канал",""
"SC-A3-Ex16.Ports.ifAdminStatus-07","408981","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifAdminStatus-08","408985","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifAdminStatus-09","408989","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifAdminStatus-10","408993","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifAdminStatus-11","408997","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifAdminStatus-12","409001","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifAdminStatus-13","409005","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifAdminStatus-14","409009","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifAdminStatus-15","409013","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifAdminStatus-16","409017","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInErrors-01","409037","DWord","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (осн.) A5/1",""
"SC-A3-Ex16.Ports.ifInErrors-02","409041","DWord","","R/W","1000","","","","","","","","","","ШС. Сервер ДМЗ АА1/3",""
"SC-A3-Ex16.Ports.ifInErrors-03","409045","DWord","","R/W","1000","","","","","","","","","","ШС. Сервер ДМЗ АА1/1",""
"SC-A3-Ex16.Ports.ifInErrors-04","409049","DWord","","R/W","1000","","","","","","","","","","МНС-2.КЦ. КК СТМ (осн.) А5.04",""
"SC-A3-Ex16.Ports.ifInErrors-05","409053","DWord","","R/W","1000","","","","","","","","","","АСТУЭ основной канал",""
"SC-A3-Ex16.Ports.ifInErrors-06","409057","DWord","","R/W","1000","","","","","","","","","","АРМ ККС основной канал",""
"SC-A3-Ex16.Ports.ifInErrors-07","409061","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInErrors-08","409065","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInErrors-09","409069","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInErrors-10","409073","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInErrors-11","409077","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInErrors-12","409081","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInErrors-13","409085","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInErrors-14","409089","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInErrors-15","409093","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInErrors-16","409097","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInOctets-01","409117","DWord","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (осн.) A5/1",""
"SC-A3-Ex16.Ports.ifInOctets-02","409121","DWord","","R/W","1000","","","","","","","","","","ШС. Сервер ДМЗ АА1/3",""
"SC-A3-Ex16.Ports.ifInOctets-03","409125","DWord","","R/W","1000","","","","","","","","","","ШС. Сервер ДМЗ АА1/1",""
"SC-A3-Ex16.Ports.ifInOctets-04","409129","DWord","","R/W","1000","","","","","","","","","","МНС-2.КЦ. КК СТМ (осн.) А5.04",""
"SC-A3-Ex16.Ports.ifInOctets-05","409133","DWord","","R/W","1000","","","","","","","","","","АСТУЭ основной канал",""
"SC-A3-Ex16.Ports.ifInOctets-06","409137","DWord","","R/W","1000","","","","","","","","","","АРМ ККС основной канал",""
"SC-A3-Ex16.Ports.ifInOctets-07","409141","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInOctets-08","409145","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInOctets-09","409149","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInOctets-10","409153","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInOctets-11","409157","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInOctets-12","409161","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInOctets-13","409165","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInOctets-14","409169","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInOctets-15","409173","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifInOctets-16","409177","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifOperStatus-01","409197","Long","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (осн.) A5/1",""
"SC-A3-Ex16.Ports.ifOperStatus-02","409201","Long","","R/W","1000","","","","","","","","","","ШС. Сервер ДМЗ АА1/3",""
"SC-A3-Ex16.Ports.ifOperStatus-03","409205","Long","","R/W","1000","","","","","","","","","","ШС. Сервер ДМЗ АА1/1",""
"SC-A3-Ex16.Ports.ifOperStatus-04","409209","Long","","R/W","1000","","","","","","","","","","МНС-2.КЦ. КК СТМ (осн.) А5.04",""
"SC-A3-Ex16.Ports.ifOperStatus-05","409213","Long","","R/W","1000","","","","","","","","","","АСТУЭ основной канал",""
"SC-A3-Ex16.Ports.ifOperStatus-06","409217","Long","","R/W","1000","","","","","","","","","","АРМ ККС основной канал",""
"SC-A3-Ex16.Ports.ifOperStatus-07","409221","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifOperStatus-08","409225","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifOperStatus-09","409229","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifOperStatus-10","409233","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifOperStatus-11","409237","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifOperStatus-12","409241","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifOperStatus-13","409245","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifOperStatus-14","409249","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifOperStatus-15","409253","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Ports.ifOperStatus-16","409257","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3-Ex16.Status.Avar","409321.0","Boolean","","R/W","100","","","","","","","","","","Авария",""
"SC-A3-Ex16.Status.Errors","409329","Short","","R/W","100","","","","","","","","","","Количество ошибок",""
"SC-A4.Status","409697","DWord","","R/W","1000","","","","","","","","","","Доступность устройства",""
"SC-A4.ObjName","400001","Long","","R/W","99999990","","","","","","","","","","Шкаф серверный. Маршрутизатор с МСЭ (рез.) A4. ",""
"SC-A4.Ports.ifAdminStatus-17","409401","Long","","R/W","1000","","","","","","","","","","Сеть ПД ОАО "СТН" резервный канал",""
"SC-A4.Ports.ifAdminStatus-18","409405","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A4.Ports.ifAdminStatus-19","409409","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A4.Ports.ifInErrors-17","409481","DWord","","R/W","1000","","","","","","","","","","Сеть ПД ОАО "СТН" резервный канал",""
"SC-A4.Ports.ifInErrors-18","409485","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A4.Ports.ifInErrors-19","409489","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A4.Ports.ifInOctets-17","409561","DWord","","R/W","1000","","","","","","","","","","Сеть ПД ОАО "СТН" резервный канал",""
"SC-A4.Ports.ifInOctets-18","409565","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A4.Ports.ifInOctets-19","409569","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A4.Ports.ifOperStatus-17","409641","Long","","R/W","1000","","","","","","","","","","Сеть ПД ОАО "СТН" резервный канал",""
"SC-A4.Ports.ifOperStatus-18","409645","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A4.Ports.ifOperStatus-19","409649","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A4.State.CPULoad","409657","Word","","R/W","2000","","","","","","","","","","Загрузка CPU",""
"SC-A4.State.CPUTemp","409661","DWord","","R/W","2000","","","","","","","","","","Температура процессора",""
"SC-A4.State.PowerState1","409665","Long","","R/W","2000","","","","","","","","","","Состояние ввода питания №1",""
"SC-A4.State.PowerState2","409669","Long","","R/W","2000","","","","","","","","","","Состояние ввода питания №2",""
"SC-A4.State.FanStatus1","409673","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №1",""
"SC-A4.State.FanStatus2","409677","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №2",""
"SC-A4.State.FanStatus3","409681","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №3",""
"SC-A4.State.FanStatus4","409685","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №4",""
"SC-A4.State.FanStatus5","409689","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №5",""
"SC-A4.Property.FW","302449.20H","String","","R/W","2000","","","","","","","","","","Версия прошивки",""
"SC-A4.Property.IP","302485.28H","String","","R/W","2000","","","","","","","","","","IP адресс",""
"SC-A4.Property.Mask","302521.28H","String","","R/W","2000","","","","","","","","","","Маска",""
"SC-A4.Property.Name","302557.24H","String","","R/W","2000","","","","","","","","","","Наименование устройства",""
"SC-A4.Property.sysUpTime","409693","Long","","R/W","2000","","","","","","","","","","Время работы",""
"SC-A4.Status.Avar","409701.0","Boolean","","R/W","100","","","","","","","","","","Авария",""
"SC-A4.Status.Errors","409709","Short","","R/W","100","","","","","","","","","","Количество ошибок",""
"SC-AU4-Ex16.Status","410077","DWord","","R/W","1000","","","","","","","","","","Доступность устройства",""
"SC-AU4-Ex16.ObjName","400001","Long","","R/W","99999990","","","","","","","","","","Шкаф серверный. Маршрутизатор с МСЭ (рез.) A4. Расширение на 16 портов",""
"SC-AU4-Ex16.Ports.ifAdminStatus-01","409717","Long","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (рез.) A6/1",""
"SC-AU4-Ex16.Ports.ifAdminStatus-02","409721","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifAdminStatus-03","409725","Long","","R/W","1000","","","","","","","","","","ШС. Сервер ДМЗ АА1/2",""
"SC-AU4-Ex16.Ports.ifAdminStatus-04","409729","Long","","R/W","1000","","","","","","","","","","МНС-2.КЦ. КК СТМ (рез.) А6.04",""
"SC-AU4-Ex16.Ports.ifAdminStatus-05","409733","Long","","R/W","1000","","","","","","","","","","АСТУЭ резервный канал",""
"SC-AU4-Ex16.Ports.ifAdminStatus-06","409737","Long","","R/W","1000","","","","","","","","","","АРМ ККС резервный канал",""
"SC-AU4-Ex16.Ports.ifAdminStatus-07","409741","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifAdminStatus-08","409745","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifAdminStatus-09","409749","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifAdminStatus-10","409753","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifAdminStatus-11","409757","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifAdminStatus-12","409761","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifAdminStatus-13","409765","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifAdminStatus-14","409769","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifAdminStatus-15","409773","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifAdminStatus-16","409777","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInErrors-01","409797","DWord","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (рез.) A6/1",""
"SC-AU4-Ex16.Ports.ifInErrors-02","409801","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInErrors-03","409805","DWord","","R/W","1000","","","","","","","","","","ШС. Сервер ДМЗ АА1/2",""
"SC-AU4-Ex16.Ports.ifInErrors-04","409809","DWord","","R/W","1000","","","","","","","","","","МНС-2.КЦ. КК СТМ (рез.) А6.04",""
"SC-AU4-Ex16.Ports.ifInErrors-05","409813","DWord","","R/W","1000","","","","","","","","","","АСТУЭ резервный канал",""
"SC-AU4-Ex16.Ports.ifInErrors-06","409817","DWord","","R/W","1000","","","","","","","","","","АРМ ККС резервный канал",""
"SC-AU4-Ex16.Ports.ifInErrors-07","409821","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInErrors-08","409825","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInErrors-09","409829","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInErrors-10","409833","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInErrors-11","409837","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInErrors-12","409841","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInErrors-13","409845","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInErrors-14","409849","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInErrors-15","409853","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInErrors-16","409857","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInOctets-01","409877","DWord","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (рез.) A6/1",""
"SC-AU4-Ex16.Ports.ifInOctets-02","409881","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInOctets-03","409885","DWord","","R/W","1000","","","","","","","","","","ШС. Сервер ДМЗ АА1/2",""
"SC-AU4-Ex16.Ports.ifInOctets-04","409889","DWord","","R/W","1000","","","","","","","","","","МНС-2.КЦ. КК СТМ (рез.) А6.04",""
"SC-AU4-Ex16.Ports.ifInOctets-05","409893","DWord","","R/W","1000","","","","","","","","","","АСТУЭ резервный канал",""
"SC-AU4-Ex16.Ports.ifInOctets-06","409897","DWord","","R/W","1000","","","","","","","","","","АРМ ККС резервный канал",""
"SC-AU4-Ex16.Ports.ifInOctets-07","409901","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInOctets-08","409905","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInOctets-09","409909","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInOctets-10","409913","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInOctets-11","409917","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInOctets-12","409921","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInOctets-13","409925","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInOctets-14","409929","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInOctets-15","409933","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifInOctets-16","409937","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifOperStatus-01","409957","Long","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (рез.) A6/1",""
"SC-AU4-Ex16.Ports.ifOperStatus-02","409961","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifOperStatus-03","409965","Long","","R/W","1000","","","","","","","","","","ШС. Сервер ДМЗ АА1/2",""
"SC-AU4-Ex16.Ports.ifOperStatus-04","409969","Long","","R/W","1000","","","","","","","","","","МНС-2.КЦ. КК СТМ (рез.) А6.04",""
"SC-AU4-Ex16.Ports.ifOperStatus-05","409973","Long","","R/W","1000","","","","","","","","","","АСТУЭ резервный канал",""
"SC-AU4-Ex16.Ports.ifOperStatus-06","409977","Long","","R/W","1000","","","","","","","","","","АРМ ККС резервный канал",""
"SC-AU4-Ex16.Ports.ifOperStatus-07","409981","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifOperStatus-08","409985","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifOperStatus-09","409989","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifOperStatus-10","409993","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifOperStatus-11","409997","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifOperStatus-12","410001","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifOperStatus-13","410005","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifOperStatus-14","410009","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifOperStatus-15","410013","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Ports.ifOperStatus-16","410017","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-AU4-Ex16.Status.Avar","410081.0","Boolean","","R/W","100","","","","","","","","","","Авария",""
"SC-AU4-Ex16.Status.Errors","410089","Short","","R/W","100","","","","","","","","","","Количество ошибок",""
"SC-A20.Status","410717","DWord","","R/W","1000","","","","","","","","","","Доступность устройства",""
"SC-A20.DBSize","410733","Double","","RO","1000","","","","","","","","","","Размер базы данных SQL",""
"SC-A20.ObjName","400001","Long","","R/W","99999990","","","","","","","","","","Шкаф серверный. АРМ оператора МНС-2 (осн.) А20",""
"SC-A20.Ports.ifInOctets-01","410097","DWord","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (осн.) A5/2",""
"SC-A20.Ports.ifInOctets-02","410101","DWord","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (рез.) A6/2",""
"SC-A20.Ports.ifOperStatus-01","410105","Long","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (осн.) A5/2",""
"SC-A20.Ports.ifOperStatus-02","410109","Long","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (рез.) A6/2",""
"SC-A20.Ports.ipAdEntNetMask-01","302737.28H","String","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (осн.) A5/2",""
"SC-A20.Ports.ipAdEntNetMask-02","302773.28H","String","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (рез.) A6/2",""
"SC-A20.Ports.ipAdEntAddr-01","302809.28H","String","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (осн.) A5/2",""
"SC-A20.Ports.ipAdEntAddr-02","302845.28H","String","","R/W","1000","","","","","","","","","","ШС. Коммутатор L3 (рез.) A6/2",""
"SC-A20.State.CPULoad1","410113","Long","","R/W","1000","","","","","","","","","","Загрузка 1 ядра CPU",""
"SC-A20.State.CPULoad2","410117","Long","","R/W","1000","","","","","","","","","","Загрузка 2 ядра CPU",""
"SC-A20.State.CPULoad3","410121","Long","","R/W","1000","","","","","","","","","","Загрузка 3 ядра CPU",""
"SC-A20.State.CPULoad4","410125","Long","","R/W","1000","","","","","","","","","","Загрузка 4 ядра CPU",""
"SC-A20.State.CPULoad5","410129","Long","","R/W","1000","","","","","","","","","","Загрузка 5 ядра CPU",""
"SC-A20.State.CPULoad6","410133","Long","","R/W","1000","","","","","","","","","","Загрузка 6 ядра CPU",""
"SC-A20.State.CPULoad7","410137","Long","","R/W","1000","","","","","","","","","","Загрузка 7 ядра CPU",""
"SC-A20.State.CPULoad8","410141","Long","","R/W","1000","","","","","","","","","","Загрузка 8 ядра CPU",""
"SC-A20.State.CPULoadTotal","410145","Long","","R/W","1000","","","","","","","","","","Общая загрузка CPU",""
"SC-A20.State.HDDSize1","410149","Long","","R/W","1000","","","","","","","","","","Размер диска 1",""
"SC-A20.State.HDDSize2","410153","Long","","R/W","1000","","","","","","","","","","Размер диска 2",""
"SC-A20.State.HDDUsed1","410157","Long","","R/W","1000","","","","","","","","","","Используемый размер диска 1",""
"SC-A20.State.HDDUsed2","410161","Long","","R/W","1000","","","","","","","","","","Используемый размер диска 2",""
"SC-A20.State.HDDUsedPercent1","410165","Long","","R/W","1000","","","","","","","","","","Используемый размер диска 1, в процентах",""
"SC-A20.State.HDDUsedPercent2","410169","Long","","R/W","1000","","","","","","","","","","Используемый размер диска 2, в процентах",""
"SC-A20.State.HDDState1","410173","Long","","R/W","1000","","","","","","","","","","Статус жесткого диска 1",""
"SC-A20.State.HDDState2","410177","Long","","R/W","1000","","","","","","","","","","Статус жесткого диска 2",""
"SC-A20.State.PMem","410181","Long","","R/W","1000","","","","","","","","","","Размер физической памяти",""
"SC-A20.State.PMemFree","410185","Long","","R/W","1000","","","","","","","","","","Размер свободной физической памяти",""
"SC-A20.State.VMem","410189","Long","","R/W","1000","","","","","","","","","","Размер виртуальной памяти",""
"SC-A20.State.VMemFree","410193","Long","","R/W","1000","","","","","","","","","","Размер свободной виртуальной памяти",""
"SC-A20.State.CPUTemp","410197","Long","","R/W","1000","","","","","","","","","","Температура процессора",""
"SC-A20.State.MemTemp","410201","Long","","R/W","1000","","","","","","","","","","Температура модулей памяти",""
"SC-A20.State.BoardTemp","410205","Long","","R/W","1000","","","","","","","","","","Температура платы",""
"SC-A20.State.HDD_RAIDStatus1","410209","Short","","R/W","1000","","","","","","","","","","Статус RAID-массива",""
"SC-A20.State.HDD_RAIDStatus2","410213","Short","","R/W","1000","","","","","","","","","","Статус RAID-массива",""
"SC-A20.State.HDD_RAIDStatus3","410217","Short","","R/W","1000","","","","","","","","","","Статус RAID-массива",""
"SC-A20.State.FanState","410221","Short","","R/W","1000","","","","","","","","","","Состояние вентилятора",""
"SC-A20.State.sysUpTime","410225","Long","","R/W","1000","","","","","","","","","","Время работы устройства",""
"SC-A20.State.PowerState1","410229","Short","","R/W","1000","","","","","","","","","","Состояние источника питания 1",""
"SC-A20.State.PowerState2","410233","Short","","R/W","1000","","","","","","","","","","Состояние источника питания 2",""
"SC-A20.Process.1.InstanceCount","410237","Short","","RO","1000","","","","","","","","","","количество запущенных экземпляров",""
"SC-A20.Process.1.StartTime","428641.20H","String","","RO","1000","","","","","","","","","","время запуска первого экземпляра",""
"SC-A20.Process.1.Ram","410241","Long","","RO","1000","","","","","","","","","","количество использованной процессом памяти",""
"SC-A20.Process.1.Name","428677.4H","String","","RO","1000","","","","","","","","","","fix",""
"SC-A20.Process.1.Cpu","410245","Short","","RO","1000","","","","","","","","","","загрузка цпу по процессу",""
"SC-A20.Process.1.Avar","410249","Long","","RO","1000","","","","","","","","","","Авария",""
"SC-A20.Process.2.InstanceCount","410253","Short","","RO","1000","","","","","","","","","","количество запущенных экземпляров",""
"SC-A20.Process.2.StartTime","428713.20H","String","","RO","1000","","","","","","","","","","время запуска первого экземпляра",""
"SC-A20.Process.2.Ram","410257","Long","","RO","1000","","","","","","","","","","количество использованной процессом памяти",""
"SC-A20.Process.2.Name","428749.10H","String","","RO","1000","","","","","","","","","","workspace",""
"SC-A20.Process.2.Cpu","410261","Short","","RO","1000","","","","","","","","","","загрузка цпу по процессу",""
"SC-A20.Process.2.Avar","410265","Long","","RO","1000","","","","","","","","","","Авария",""
